date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop,lap_time,turn_time,straight_time,lap_rank,turn_rank,straight_rank,exhibition_eval
20250505,びわこ,1,一般,晴,北,3,3,1,1,5277,井 上 未 都,15,29,6.76,1,0.18,1.49.9,1-4-2,620,2,1-4,420,2,1-2-4,160,1,1-4,250,2,,,,,,,
20250505,びわこ,1,一般,晴,北,3,3,2,4,4853,前 原 哉,23,14,6.66,4,0.24,1.51.1,1-4-2,620,2,1-4,420,2,1-2-4,160,1,1-4,250,2,,,,,,,
20250505,びわこ,1,一般,晴,北,3,3,3,2,5151,山 下 奈 緒,32,46,6.76,2,0.27,1.53.6,1-4-2,620,2,1-4,420,2,1-2-4,160,1,1-4,250,2,,,,,,,
20250505,びわこ,1,一般,晴,北,3,3,4,3,4990,田 中 博 子,29,25,6.82,3,0.21,1.54.2,1-4-2,620,2,1-4,420,2,1-2-4,160,1,1-4,250,2,,,,,,,
20250505,びわこ,1,一般,晴,北,3,3,5,5,5295,田 上 凜,16,52,6.80,5,0.20,,1-4-2,620,2,1-4,420,2,1-2-4,160,1,1-4,250,2,,,,,,,
20250505,びわこ,1,一般,晴,北,3,3,6,6,5320,岩 崎 麗 子,21,49,6.86,6,0.18,,1-4-2,620,2,1-4,420,2,1-2-4,160,1,1-4,250,2,,,,,,,
20250505,びわこ,2,一般,晴,北,4,4,1,1,4246,喜 多 那由夏,49,22,6.76,1,0.01,1.50.0,1-4-2,4240,22,1-4,1800,8,1-2-4,530,2,1-4,1360,6,,,,,,,
20250505,びわこ,2,一般,晴,北,4,4,2,4,5165,小 林 愛 実,28,19,6.69,4,0.16,1.51.3,1-4-2,4240,22,1-4,1800,8,1-2-4,530,2,1-4,1360,6,,,,,,,
20250505,びわこ,2,一般,晴,北,4,4,3,2,4519,清 水 沙 樹,37,24,6.60,2,0.07,1.52.2,1-4-2,4240,22,1-4,1800,8,1-2-4,530,2,1-4,1360,6,,,,,,,
20250505,びわこ,2,一般,晴,北,4,4,4,3,3993,永 井 聖 美,52,16,6.79,3,0.14,1.52.4,1-4-2,4240,22,1-4,1800,8,1-2-4,530,2,1-4,1360,6,,,,,,,
20250505,びわこ,2,一般,晴,北,4,4,5,6,4938,小 芦 るり華,41,39,6.70,6,0.19,,1-4-2,4240,22,1-4,1800,8,1-2-4,530,2,1-4,1360,6,,,,,,,
20250505,びわこ,2,一般,晴,北,4,4,6,5,5251,沼 田 七 華,46,55,6.72,5,0.19,,1-4-2,4240,22,1-4,1800,8,1-2-4,530,2,1-4,1360,6,,,,,,,
20250505,びわこ,3,一般,晴,北,4,4,1,2,4224,大 橋 栄里佳,34,41,6.76,2,0.19,1.49.1,2-1-5,11470,30,2-1,730,3,1-2-5,3780,9,1-2,360,2,,,,,,,
20250505,びわこ,3,一般,晴,北,4,4,2,1,3580,水 口 由 紀,27,44,6.86,1,0.13,1.52.2,2-1-5,11470,30,2-1,730,3,1-2-5,3780,9,1-2,360,2,,,,,,,
20250505,びわこ,3,一般,晴,北,4,4,3,5,5171,清 水 未 唯,45,30,6.87,5,0.01,1.54.0,2-1-5,11470,30,2-1,730,3,1-2-5,3780,9,1-2,360,2,,,,,,,
20250505,びわこ,3,一般,晴,北,4,4,4,4,3232,山 川 美由紀,55,36,6.83,4,0.10,1.54.2,2-1-5,11470,30,2-1,730,3,1-2-5,3780,9,1-2,360,2,,,,,,,
20250505,びわこ,3,一般,晴,北,4,4,5,3,4611,今 井 美 亜,47,45,6.75,3,0.17,,2-1-5,11470,30,2-1,730,3,1-2-5,3780,9,1-2,360,2,,,,,,,
20250505,びわこ,3,一般,晴,北,4,4,6,6,5360,高 木 茉 白,24,37,6.92,6,0.08,,2-1-5,11470,30,2-1,730,3,1-2-5,3780,9,1-2,360,2,,,,,,,
20250505,びわこ,4,一般,晴,北,3,5,1,3,4447,深 川 麻奈美,33,56,6.72,3,0.11,1.50.3,3-1-5,1050,3,3-1,610,2,1-3-5,360,2,1-3,230,1,,,,,,,
20250505,びわこ,4,一般,晴,北,3,5,2,1,4349,犬 童 千 秋,19,31,6.85,1,0.06,1.52.8,3-1-5,1050,3,3-1,610,2,1-3-5,360,2,1-3,230,1,,,,,,,
20250505,びわこ,4,一般,晴,北,3,5,3,5,3435,寺 田 千 恵,44,50,6.83,5,0.13,1.53.6,3-1-5,1050,3,3-1,610,2,1-3-5,360,2,1-3,230,1,,,,,,,
20250505,びわこ,4,一般,晴,北,3,5,4,2,3355,橋谷田 佳 織,40,38,6.87,2,0.22,1.56.3,3-1-5,1050,3,3-1,610,2,1-3-5,360,2,1-3,230,1,,,,,,,
20250505,びわこ,4,一般,晴,北,3,5,5,4,4183,宇 野 弥 生,51,48,6.84,4,0.06,,3-1-5,1050,3,3-1,610,2,1-3-5,360,2,1-3,230,1,,,,,,,
20250505,びわこ,4,一般,晴,北,3,5,6,6,5305,伊 藤 栞,35,18,6.81,6,0.10,,3-1-5,1050,3,3-1,610,2,1-3-5,360,2,1-3,230,1,,,,,,,
20250505,びわこ,5,一般,晴,北東,4,5,1,1,3357,福 島 陽 子,43,54,6.88,1,0.03,1.51.7,1-4-6,1770,1,1-4,930,2,1-4-6,500,3,1-4,680,3,,,,,,,
20250505,びわこ,5,一般,晴,北東,4,5,2,4,4678,水 野 望 美,30,53,6.85,4,0.13,1.52.3,1-4-6,1770,1,1-4,930,2,1-4-6,500,3,1-4,680,3,,,,,,,
20250505,びわこ,5,一般,晴,北東,4,5,3,6,4502,遠 藤 エ ミ,12,35,6.90,6,0.13,1.53.4,1-4-6,1770,1,1-4,930,2,1-4-6,500,3,1-4,680,3,,,,,,,
