date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop,lap_time,turn_time,straight_time,lap_rank,turn_rank,straight_rank,exhibition_eval
20260317,三国,1,みくにあさイ,晴,北,3,3,1,1,4230,濱 崎 直 矢,20,25,6.70,1,0.21,1.47.0,1-4-5,3140,11,1-4,910,3,1-4-5,1470,6,1-4,720,3,,,,,,,
20260317,三国,1,みくにあさイ,晴,北,3,3,2,4,4563,齋 藤 真 之,27,19,6.77,4,0.18,1.50.3,1-4-5,3140,11,1-4,910,3,1-4-5,1470,6,1-4,720,3,,,,,,,
20260317,三国,1,みくにあさイ,晴,北,3,3,3,5,5130,上 野 拓 馬,68,62,6.72,5,0.23,1.52.0,1-4-5,3140,11,1-4,910,3,1-4-5,1470,6,1-4,720,3,,,,,,,
20260317,三国,1,みくにあさイ,晴,北,3,3,4,6,5403,藤 山 湧 太,48,36,6.73,6,0.23,1.53.2,1-4-5,3140,11,1-4,910,3,1-4-5,1470,6,1-4,720,3,,,,,,,
20260317,三国,1,みくにあさイ,晴,北,3,3,5,3,3105,内 山 文 典,35,27,6.72,3,0.17,,1-4-5,3140,11,1-4,910,3,1-4-5,1470,6,1-4,720,3,,,,,,,
20260317,三国,1,みくにあさイ,晴,北,3,3,6,2,5207,高 山 敬 悟,36,20,6.69,2,0.21,,1-4-5,3140,11,1-4,910,3,1-4-5,1470,6,1-4,720,3,,,,,,,
20260317,三国,2,みくにあさガ,晴,北,4,4,1,1,3968,茶 谷 信 次,24,21,6.81,1,0.21,1.49.3,1-2-6,1130,6,1-2,270,1,1-2-6,390,2,1-2,160,1,,,,,,,
20260317,三国,2,みくにあさガ,晴,北,4,4,2,2,4361,柳 生 泰 二,34,70,6.64,2,0.21,1.52.0,1-2-6,1130,6,1-2,270,1,1-2-6,390,2,1-2,160,1,,,,,,,
20260317,三国,2,みくにあさガ,晴,北,4,4,3,6,3957,大 谷 直 弘,37,13,6.77,5,0.18,1.53.1,1-2-6,1130,6,1-2,270,1,1-2-6,390,2,1-2,160,1,,,,,,,
20260317,三国,2,みくにあさガ,晴,北,4,4,4,3,3581,加 木 郁,40,58,6.76,3,0.28,1.54.4,1-2-6,1130,6,1-2,270,1,1-2-6,390,2,1-2,160,1,,,,,,,
