date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop
20260912,三国,1,みくにあさイ,晴,北,1,1,1,2,4317,木 村 紗友希,60,11,6.73,2,0.21,1.49.3,2-1-3,12550,20,2-1,4180,6,1-2-3,330,1,1-2,290,2
20260912,三国,1,みくにあさイ,晴,北,1,1,2,1,5029,中 亮 太,20,14,6.66,1,0.21,1.49.8,2-1-3,12550,20,2-1,4180,6,1-2-3,330,1,1-2,290,2
20260912,三国,1,みくにあさイ,晴,北,1,1,3,3,4432,黄金井 力 良,36,55,6.73,3,0.22,1.52.1,2-1-3,12550,20,2-1,4180,6,1-2-3,330,1,1-2,290,2
20260912,三国,1,みくにあさイ,晴,北,1,1,4,5,4081,樋 口 範 政,39,69,6.68,5,0.23,1.53.7,2-1-3,12550,20,2-1,4180,6,1-2-3,330,1,1-2,290,2
20260912,三国,1,みくにあさイ,晴,北,1,1,5,6,4429,豊 田 泰 洋,15,53,6.79,6,0.28,,2-1-3,12550,20,2-1,4180,6,1-2-3,330,1,1-2,290,2
20260912,三国,1,みくにあさイ,晴,北,1,1,6,4,4203,小 倉 康 典,29,23,6.82,4,0.22,,2-1-3,12550,20,2-1,4180,6,1-2-3,330,1,1-2,290,2
20260912,三国,2,みくにあさガ,晴,北,1,1,1,1,3251,平 石 和 男,41,50,6.78,1,0.19,1.49.6,1-2-6,6160,20,1-2,240,1,1-2-6,1600,5,1-2,150,1
20260912,三国,2,みくにあさガ,晴,北,1,1,2,2,5141,大 澤 風 葵,35,30,6.67,2,0.14,1.50.5,1-2-6,6160,20,1-2,240,1,1-2-6,1600,5,1-2,150,1
20260912,三国,2,みくにあさガ,晴,北,1,1,3,6,3587,武 田 信 一,52,47,6.76,6,0.17,1.53.2,1-2-6,6160,20,1-2,240,1,1-2-6,1600,5,1-2,150,1
20260912,三国,2,みくにあさガ,晴,北,1,1,4,5,3563,堤 昇,53,13,6.75,5,0.17,1.54.5,1-2-6,6160,20,1-2,240,1,1-2-6,1600,5,1-2,150,1
20260912,三国,2,みくにあさガ,晴,北,1,1,5,4,4139,丹 下 健,68,32,6.77,4,0.15,,1-2-6,6160,20,1-2,240,1,1-2-6,1600,5,1-2,150,1
20260912,三国,2,みくにあさガ,晴,北,1,1,6,3,3620,信 濃 由 行,37,34,6.80,3,0.15,,1-2-6,6160,20,1-2,240,1,1-2-6,1600,5,1-2,150,1
20260912,三国,3,みくにあさズ,晴,北西,2,2,1,2,3699,富 永 正 人,48,16,6.83,2,0.11,1.49.2,2-1-5,12210,31,2-1,1970,8,1-2-5,1370,6,1-2,430,2
20260912,三国,3,みくにあさズ,晴,北西,2,2,2,1,4950,高 岡 竜 也,17,25,6.81,1,0.03,1.50.4,2-1-5,12210,31,2-1,1970,8,1-2-5,1370,6,1-2,430,2
20260912,三国,3,みくにあさズ,晴,北西,2,2,3,5,4694,高 田 綾,14,68,6.78,5,0.11,1.52.3,2-1-5,12210,31,2-1,1970,8,1-2-5,1370,6,1-2,430,2
20260912,三国,3,みくにあさズ,晴,北西,2,2,4,6,3805,高 橋 英 之,28,44,6.76,6,0.14,1.54.0,2-1-5,12210,31,2-1,1970,8,1-2-5,1370,6,1-2,430,2
20260912,三国,3,みくにあさズ,晴,北西,2,2,5,3,3659,藤 生 雄 人,58,46,6.87,3,0.09,,2-1-5,12210,31,2-1,1970,8,1-2-5,1370,6,1-2,430,2
20260912,三国,3,みくにあさズ,晴,北西,2,2,6,4,3442,宮 武 英 司,69,63,6.74,4,0.16,,2-1-5,12210,31,2-1,1970,8,1-2-5,1370,6,1-2,430,2
20260912,三国,4,みくにあさ推,晴,北,2,2,1,1,5034,若 林 義 人,54,71,6.69,1,0.15,1.49.2,1-4-3,820,2,1-4,310,1,1-3-4,320,1,1-4,240,1
20260912,三国,4,みくにあさ推,晴,北,2,2,2,4,4155,長 野 壮志郎,12,48,6.78,4,0.18,1.50.0,1-4-3,820,2,1-4,310,1,1-3-4,320,1,1-4,240,1
20260912,三国,4,みくにあさ推,晴,北,2,2,3,3,4003,表 憲 一,38,67,6.84,3,0.18,1.52.6,1-4-3,820,2,1-4,310,1,1-3-4,320,1,1-4,240,1
20260912,三国,4,みくにあさ推,晴,北,2,2,4,2,4564,山 本 景士郎,11,72,6.82,2,0.24,1.53.7,1-4-3,820,2,1-4,310,1,1-3-4,320,1,1-4,240,1
20260912,三国,4,みくにあさ推,晴,北,2,2,5,6,4233,亀 山 雅 幸,42,49,6.74,6,0.24,,1-4-3,820,2,1-4,310,1,1-3-4,320,1,1-4,240,1
20260912,三国,4,みくにあさ推,晴,北,2,2,6,5,3645,淺 田 千亜希,57,28,6.83,5,0.19,,1-4-3,820,2,1-4,310,1,1-3-4,320,1,1-4,240,1
20260912,三国,5,予選,晴,北西,3,3,1,1,4930,佐 藤 悠,27,60,6.73,1,0.19,1.49.9,1-6-4,3140,11,1-6,580,3,1-4-6,1210,6,1-6,650,2
20260912,三国,5,予選,晴,北西,3,3,2,6,4953,尾 上 雅 也,64,66,6.77,5,0.13,1.50.8,1-6-4,3140,11,1-6,580,3,1-4-6,1210,6,1-6,650,2
20260912,三国,5,予選,晴,北西,3,3,3,4,4317,木 村 紗友希,60,11,6.74,4,0.14,1.52.4,1-6-4,3140,11,1-6,580,3,1-4-6,1210,6,1-6,650,2
20260912,三国,5,予選,晴,北西,3,3,4,2,3482,金 子 猛 志,13,57,6.74,2,0.24,1.52.6,1-6-4,3140,11,1-6,580,3,1-4-6,1210,6,1-6,650,2
20260912,三国,5,予選,晴,北西,3,3,5,3,4890,石 川 諒,45,62,6.73,3,0.19,,1-6-4,3140,11,1-6,580,3,1-4-6,1210,6,1-6,650,2
20260912,三国,5,予選,晴,北西,3,3,6,5,3967,鈴 木 茂 高,67,37,6.87,6,0.24,,1-6-4,3140,11,1-6,580,3,1-4-6,1210,6,1-6,650,2
20260912,三国,6,予選,晴,北西,2,2,1,2,5045,平 川 香 織,40,19,6.73,2,0.19,1.50.5,2-5-4,4350,18,2-5,2390,9,2-4-5,420,2,2-5,1890,7
20260912,三国,6,予選,晴,北西,2,2,2,5,3968,茶 谷 信 次,16,58,6.86,6,0.22,1.52.2,2-5-4,4350,18,2-5,2390,9,2-4-5,420,2,2-5,1890,7
20260912,三国,6,予選,晴,北西,2,2,3,4,3940,飯 山 泰,50,38,6.71,4,0.14,1.52.9,2-5-4,4350,18,2-5,2390,9,2-4-5,420,2,2-5,1890,7
20260912,三国,6,予選,晴,北西,2,2,4,6,3788,一 宮 稔 弘,22,12,6.81,5,0.16,1.54.2,2-5-4,4350,18,2-5,2390,9,2-4-5,420,2,2-5,1890,7
20260912,三国,6,予選,晴,北西,2,2,5,1,3620,信 濃 由 行,37,34,6.82,1,0.16,,2-5-4,4350,18,2-5,2390,9,2-4-5,420,2,2-5,1890,7
20260912,三国,6,予選,晴,北西,2,2,6,3,4429,豊 田 泰 洋,15,53,6.80,3,0.15,,2-5-4,4350,18,2-5,2390,9,2-4-5,420,2,2-5,1890,7
20260912,三国,7,予選,晴,北西,3,3,1,1,4432,黄金井 力 良,36,55,6.82,1,0.10,1.50.5,1-2-4,2430,6,1-2,330,1,1-2-4,1130,6,1-2,250,1
20260912,三国,7,予選,晴,北西,3,3,2,2,3746,岡 瀬 正 人,21,52,6.76,2,0.09,1.51.5,1-2-4,2430,6,1-2,330,1,1-2-4,1130,6,1-2,250,1
20260912,三国,7,予選,晴,北西,3,3,3,4,3587,武 田 信 一,52,47,6.82,4,0.13,1.53.2,1-2-4,2430,6,1-2,330,1,1-2-4,1130,6,1-2,250,1
20260912,三国,7,予選,晴,北西,3,3,4,5,3613,角 谷 健 吾,63,33,6.82,5,0.13,1.53.8,1-2-4,2430,6,1-2,330,1,1-2-4,1130,6,1-2,250,1
20260912,三国,7,予選,晴,北西,3,3,5,6,4931,木 谷 賢 太,32,39,6.82,6,0.16,,1-2-4,2430,6,1-2,330,1,1-2-4,1130,6,1-2,250,1
20260912,三国,7,予選,晴,北西,3,3,6,3,3474,松 瀬 弘 美,26,65,6.81,3,0.08,,1-2-4,2430,6,1-2,330,1,1-2-4,1130,6,1-2,250,1
20260912,三国,8,予選,晴,北,3,3,1,1,3442,宮 武 英 司,69,63,6.75,1,0.12,1.50.8,1-3-4,1670,5,1-3,830,5,1-3-4,440,2,1-3,640,5
20260912,三国,8,予選,晴,北,3,3,2,3,3251,平 石 和 男,41,50,6.84,3,0.15,1.51.4,1-3-4,1670,5,1-3,830,5,1-3-4,440,2,1-3,640,5
20260912,三国,8,予選,晴,北,3,3,3,4,4199,北 川 潤 二,33,15,6.79,4,0.09,1.52.1,1-3-4,1670,5,1-3,830,5,1-3-4,440,2,1-3,640,5
20260912,三国,8,予選,晴,北,3,3,4,2,4842,山 下 昂 大,55,29,6.84,2,0.13,1.53.4,1-3-4,1670,5,1-3,830,5,1-3-4,440,2,1-3,640,5
20260912,三国,8,予選,晴,北,3,3,5,5,4564,山 本 景士郎,11,72,6.80,5,0.11,,1-3-4,1670,5,1-3,830,5,1-3-4,440,2,1-3,640,5
20260912,三国,8,予選,晴,北,3,3,6,6,5294,豊 田 祥 生,47,41,6.81,6,0.11,,1-3-4,1670,5,1-3,830,5,1-3-4,440,2,1-3,640,5
20260912,三国,9,予選特賞,晴,北西,3,3,1,1,4589,塩 崎 桐 加,59,54,6.77,1,0.11,1.49.5,1-3-4,1050,1,1-3,370,1,1-3-4,500,1,1-3,310,1
20260912,三国,9,予選特賞,晴,北西,3,3,2,3,4930,佐 藤 悠,27,60,6.77,3,0.06,1.50.2,1-3-4,1050,1,1-3,370,1,1-3-4,500,1,1-3,310,1
20260912,三国,9,予選特賞,晴,北西,3,3,3,4,4233,亀 山 雅 幸,42,49,6.74,4,0.06,1.51.8,1-3-4,1050,1,1-3,370,1,1-3-4,500,1,1-3,310,1
20260912,三国,9,予選特賞,晴,北西,3,3,4,2,3563,堤 昇,53,13,6.78,2,0.08,1.52.6,1-3-4,1050,1,1-3,370,1,1-3-4,500,1,1-3,310,1
