date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop
20250410,大村,1,一般,曇り,南西,1,1,1,2,4104,木 下 陽 介,21,56,6.94,2,0.14,1.50.2,2-1-4,2480,9,2-1,630,1,1-2-4,560,2,1-2,270,1
20250410,大村,1,一般,曇り,南西,1,1,2,1,4234,野 相 弘 司,34,41,7.01,1,0.12,1.52.2,2-1-4,2480,9,2-1,630,1,1-2-4,560,2,1-2,270,1
20250410,大村,1,一般,曇り,南西,1,1,3,4,4969,町 田 洸 希,24,25,6.98,4,0.09,1.53.1,2-1-4,2480,9,2-1,630,1,1-2-4,560,2,1-2,270,1
20250410,大村,1,一般,曇り,南西,1,1,4,3,3788,一 宮 稔 弘,39,61,7.01,3,0.13,1.54.1,2-1-4,2480,9,2-1,630,1,1-2-4,560,2,1-2,270,1
20250410,大村,1,一般,曇り,南西,1,1,5,6,5301,岩 下 巧 斗,19,55,6.98,6,0.11,,2-1-4,2480,9,2-1,630,1,1-2-4,560,2,1-2,270,1
20250410,大村,1,一般,曇り,南西,1,1,6,5,3587,武 田 信 一,41,58,7.08,5,0.12,,2-1-4,2480,9,2-1,630,1,1-2-4,560,2,1-2,270,1
20250410,大村,2,一般,曇り,北西,1,1,1,5,4989,石 原 翼,69,44,6.89,5,0.07,1.50.4,5-3-6,7530,31,5-3,1680,7,3-5-6,1480,8,3-5,710,4
20250410,大村,2,一般,曇り,北西,1,1,2,3,3777,樋 口 亮,65,21,6.95,3,0.13,1.51.6,5-3-6,7530,31,5-3,1680,7,3-5-6,1480,8,3-5,710,4
20250410,大村,2,一般,曇り,北西,1,1,3,6,4978,山 田 和 佐,52,49,6.94,6,0.17,1.52.7,5-3-6,7530,31,5-3,1680,7,3-5-6,1480,8,3-5,710,4
20250410,大村,2,一般,曇り,北西,1,1,4,1,4203,小 倉 康 典,28,17,7.00,1,0.09,1.52.9,5-3-6,7530,31,5-3,1680,7,3-5-6,1480,8,3-5,710,4
20250410,大村,2,一般,曇り,北西,1,1,5,2,4158,木 場 雄二郎,51,71,7.02,2,0.23,,5-3-6,7530,31,5-3,1680,7,3-5-6,1480,8,3-5,710,4
20250410,大村,2,一般,曇り,北西,1,1,6,4,3784,中 島 友 和,16,35,6.97,4,0.10,,5-3-6,7530,31,5-3,1680,7,3-5-6,1480,8,3-5,710,4
20250410,大村,3,一般,曇り,南西,1,1,1,2,3574,大 神 康 司,74,37,7.01,2,0.16,1.50.3,2-6-5,4990,24,2-6,2980,10,2-5-6,600,2,2-6,1240,7
20250410,大村,3,一般,曇り,南西,1,1,2,6,3826,村 田 修 次,23,20,6.97,6,0.15,1.51.9,2-6-5,4990,24,2-6,2980,10,2-5-6,600,2,2-6,1240,7
20250410,大村,3,一般,曇り,南西,1,1,3,5,3499,市 川 哲 也,54,29,7.04,5,0.16,1.53.6,2-6-5,4990,24,2-6,2980,10,2-5-6,600,2,2-6,1240,7
20250410,大村,3,一般,曇り,南西,1,1,4,3,3860,松 本 浩 貴,68,46,7.01,3,0.16,1.55.1,2-6-5,4990,24,2-6,2980,10,2-5-6,600,2,2-6,1240,7
20250410,大村,3,一般,曇り,南西,1,1,5,1,4727,安 部 慎 一,22,73,6.98,1,0.15,,2-6-5,4990,24,2-6,2980,10,2-5-6,600,2,2-6,1240,7
20250410,大村,3,一般,曇り,南西,1,1,6,4,3313,本 吉 正 樹,45,67,7.04,4,0.17,,2-6-5,4990,24,2-6,2980,10,2-5-6,600,2,2-6,1240,7
20250410,大村,4,一般,曇り,無風,0,1,1,1,4600,井 内 将太郎,64,33,6.97,1,0.10,1.58.2,1-6-4,890,2,1-6,290,1,1-4-6,310,2,1-6,150,1
20250410,大村,4,一般,曇り,無風,0,1,2,6,3897,白 井 英 治,18,34,6.96,2,0.12,2.02.0,1-6-4,890,2,1-6,290,1,1-4-6,310,2,1-6,150,1
20250410,大村,4,一般,曇り,無風,0,1,3,4,4877,鈴 谷 一 平,11,64,7.00,5,0.12,2.05.1,1-6-4,890,2,1-6,290,1,1-4-6,310,2,1-6,150,1
20250410,大村,4,一般,曇り,無風,0,1,4,3,4865,立 具 敬 司,46,63,6.97,4,0.16,2.08.1,1-6-4,890,2,1-6,290,1,1-4-6,310,2,1-6,150,1
20250410,大村,4,一般,曇り,無風,0,1,5,5,3718,伊 達 正 利,73,24,7.02,6,0.23,,1-6-4,890,2,1-6,290,1,1-4-6,310,2,1-6,150,1
20250410,大村,5,一般,曇り,西,1,1,1,1,4288,永 田 啓 二,76,45,6.93,1,0.08,1.49.1,1-3-5,1030,4,1-3,170,1,1-3-5,720,3,1-3,120,1
20250410,大村,5,一般,曇り,西,1,1,2,3,4914,吉 田 裕 平,53,15,6.96,3,0.14,1.51.0,1-3-5,1030,4,1-3,170,1,1-3-5,720,3,1-3,120,1
