date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop,lap_time,turn_time,straight_time,lap_rank,turn_rank,straight_rank,exhibition_eval
20260413,丸亀,1,一般,曇り,北,3,3,1,1,5198,奥 村 明日香,60,38,6.66,1,0.20,1.49.9,1-6-2,10470,33,1-6,1270,7,1-2-6,1680,8,1-6,3110,11,,,,,,,
20260413,丸亀,1,一般,曇り,北,3,3,2,6,5340,樋江井 舞,30,49,6.73,6,0.10,1.51.4,1-6-2,10470,33,1-6,1270,7,1-2-6,1680,8,1-6,3110,11,,,,,,,
20260413,丸亀,1,一般,曇り,北,3,3,3,2,4331,三 好 勇 人,9,1,6.74,2,0.19,1.53.0,1-6-2,10470,33,1-6,1270,7,1-2-6,1680,8,1-6,3110,11,,,,,,,
20260413,丸亀,1,一般,曇り,北,3,3,4,4,4058,野 末 智 一,62,47,6.72,3,0.19,1.53.1,1-6-2,10470,33,1-6,1270,7,1-2-6,1680,8,1-6,3110,11,,,,,,,
20260413,丸亀,1,一般,曇り,北,3,3,5,3,3631,田 添 康 介,48,53,6.81,4,0.25,1.53.2,1-6-2,10470,33,1-6,1270,7,1-2-6,1680,8,1-6,3110,11,,,,,,,
20260413,丸亀,1,一般,曇り,北,3,3,6,5,3680,森 林 太,63,36,6.71,5,0.14,1.56.8,1-6-2,10470,33,1-6,1270,7,1-2-6,1680,8,1-6,3110,11,,,,,,,
20260413,丸亀,2,一般,曇り,北,2,2,1,1,4423,坂 口 貴 彦,49,24,6.64,1,0.19,1.49.7,1-3-5,810,1,1-3,370,1,1-3-5,290,1,1-3,270,1,,,,,,,
20260413,丸亀,2,一般,曇り,北,2,2,2,3,4518,大須賀 友,51,26,6.66,3,0.16,1.50.9,1-3-5,810,1,1-3,370,1,1-3-5,290,1,1-3,270,1,,,,,,,
20260413,丸亀,2,一般,曇り,北,2,2,3,5,4553,坪 口 竜 也,41,20,6.79,5,0.10,1.52.1,1-3-5,810,1,1-3,370,1,1-3-5,290,1,1-3,270,1,,,,,,,
20260413,丸亀,2,一般,曇り,北,2,2,4,4,3994,小 野 桜,23,29,6.82,4,0.13,1.52.2,1-3-5,810,1,1-3,370,1,1-3-5,290,1,1-3,270,1,,,,,,,
20260413,丸亀,2,一般,曇り,北,2,2,5,2,4007,榮 田 将 彦,53,6,6.76,2,0.19,1.53.9,1-3-5,810,1,1-3,370,1,1-3-5,290,1,1-3,270,1,,,,,,,
20260413,丸亀,2,一般,曇り,北,2,2,6,6,5369,岡 崎 凪 汰,54,14,6.77,6,0.10,1.56.4,1-3-5,810,1,1-3,370,1,1-3-5,290,1,1-3,270,1,,,,,,,
20260413,丸亀,3,一般,曇り,北,3,3,1,3,3463,乙 津 康 志,15,59,6.76,4,0.11,1.49.3,3-5-6,8560,32,3-5,1460,7,3-5-6,690,2,3-5,1440,7,,,,,,,
20260413,丸亀,3,一般,曇り,北,3,3,2,5,4388,是 澤 孝 宏,8,23,6.76,6,0.11,1.50.1,3-5-6,8560,32,3-5,1460,7,3-5-6,690,2,3-5,1440,7,,,,,,,
20260413,丸亀,3,一般,曇り,北,3,3,3,6,3623,深 川 真 二,36,2,6.73,2,0.20,1.51.5,3-5-6,8560,32,3-5,1460,7,3-5-6,690,2,3-5,1440,7,,,,,,,
20260413,丸亀,3,一般,曇り,北,3,3,4,4,4572,渡 部 悟,5,52,6.81,5,0.08,1.52.6,3-5-6,8560,32,3-5,1460,7,3-5-6,690,2,3-5,1440,7,,,,,,,
20260413,丸亀,3,一般,曇り,北,3,3,5,1,4569,中 澤 宏 奈,57,18,6.73,1,0.19,1.54.4,3-5-6,8560,32,3-5,1460,7,3-5-6,690,2,3-5,1440,7,,,,,,,
20260413,丸亀,3,一般,曇り,北,3,3,6,2,4897,深 見 亜由美,25,50,6.77,3,0.24,1.57.1,3-5-6,8560,32,3-5,1460,7,3-5-6,690,2,3-5,1440,7,,,,,,,
20260413,丸亀,4,一般,曇り,北,2,2,1,2,4233,亀 山 雅 幸,58,11,6.60,2,0.12,1.49.0,2-3-5,5110,19,2-3,2530,10,2-3-5,1850,8,2-3,1550,7,,,,,,,
20260413,丸亀,4,一般,曇り,北,2,2,2,3,5124,上 瀧 絢 也,40,61,6.72,3,0.14,1.51.4,2-3-5,5110,19,2-3,2530,10,2-3-5,1850,8,2-3,1550,7,,,,,,,
20260413,丸亀,4,一般,曇り,北,2,2,3,5,4732,堀 本 和 也,33,32,6.84,5,0.11,1.52.6,2-3-5,5110,19,2-3,2530,10,2-3-5,1850,8,2-3,1550,7,,,,,,,
20260413,丸亀,4,一般,曇り,北,2,2,4,6,4630,岩 永 雅 人,22,54,6.74,6,0.11,1.53.2,2-3-5,5110,19,2-3,2530,10,2-3-5,1850,8,2-3,1550,7,,,,,,,
