date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop,lap_time,turn_time,straight_time,lap_rank,turn_rank,straight_rank,exhibition_eval
20260511,びわこ,1,予選,晴,北東,2,2,1,3,4981,牧 山 敦 也,21,54,6.85,3,0.21,1.50.1,3-1-5,2840,11,3-1,630,3,1-3-5,790,3,1-3,250,1,,,,,,,
20260511,びわこ,1,予選,晴,北東,2,2,2,1,4146,柳 橋 宏 紀,56,58,6.89,1,0.19,1.51.9,3-1-5,2840,11,3-1,630,3,1-3-5,790,3,1-3,250,1,,,,,,,
20260511,びわこ,1,予選,晴,北東,2,2,3,5,4846,佐 藤 駿 介,30,30,6.87,5,0.19,1.53.4,3-1-5,2840,11,3-1,630,3,1-3-5,790,3,1-3,250,1,,,,,,,
20260511,びわこ,1,予選,晴,北東,2,2,4,4,4329,小 松 卓 司,37,64,6.93,4,0.23,1.54.5,3-1-5,2840,11,3-1,630,3,1-3-5,790,3,1-3,250,1,,,,,,,
20260511,びわこ,1,予選,晴,北東,2,2,5,2,4253,西 川 真 人,63,24,6.91,2,0.22,,3-1-5,2840,11,3-1,630,3,1-3-5,790,3,1-3,250,1,,,,,,,
20260511,びわこ,1,予選,晴,北東,2,2,6,6,4511,中 岡 健 人,70,31,6.95,6,0.20,,3-1-5,2840,11,3-1,630,3,1-3-5,790,3,1-3,250,1,,,,,,,
20260511,びわこ,2,予選,晴,北東,1,1,1,3,4852,川 原 祐 明,33,63,6.85,3,0.14,1.50.2,3-2-4,2690,10,3-2,1880,8,2-3-4,720,4,2-3,550,4,,,,,,,
20260511,びわこ,2,予選,晴,北東,1,1,2,2,4440,萩 原 知 哉,57,46,6.79,2,0.13,1.52.0,3-2-4,2690,10,3-2,1880,8,2-3-4,720,4,2-3,550,4,,,,,,,
20260511,びわこ,2,予選,晴,北東,1,1,3,4,4435,服 部 達 哉,53,52,6.81,4,0.14,1.53.0,3-2-4,2690,10,3-2,1880,8,2-3-4,720,4,2-3,550,4,,,,,,,
20260511,びわこ,2,予選,晴,北東,1,1,4,1,5186,遠 藤 圭 吾,40,59,6.83,1,0.19,1.54.6,3-2-4,2690,10,3-2,1880,8,2-3-4,720,4,2-3,550,4,,,,,,,
20260511,びわこ,2,予選,晴,北東,1,1,5,6,4193,郷 原 章 平,44,62,6.84,6,0.15,,3-2-4,2690,10,3-2,1880,8,2-3-4,720,4,2-3,550,4,,,,,,,
20260511,びわこ,2,予選,晴,北東,1,1,6,5,5291,三 嶌 こころ,52,26,6.80,5,0.19,,3-2-4,2690,10,3-2,1880,8,2-3-4,720,4,2-3,550,4,,,,,,,
20260511,びわこ,3,予選,晴,北東,2,2,1,5,4451,松 崎 祐太郎,32,60,6.91,5,0.16,1.50.1,5-2-3,3860,16,5-2,1010,5,2-3-5,920,4,2-5,590,3,,,,,,,
20260511,びわこ,3,予選,晴,北東,2,2,2,2,3606,川 北 浩 貴,49,43,6.93,2,0.23,1.51.4,5-2-3,3860,16,5-2,1010,5,2-3-5,920,4,2-5,590,3,,,,,,,
20260511,びわこ,3,予選,晴,北東,2,2,3,3,4252,松 下 哲 也,47,29,6.86,3,0.28,1.54.0,5-2-3,3860,16,5-2,1010,5,2-3-5,920,4,2-5,590,3,,,,,,,
20260511,びわこ,3,予選,晴,北東,2,2,4,4,5235,岩 田 凌,58,33,6.86,4,0.27,1.55.1,5-2-3,3860,16,5-2,1010,5,2-3-5,920,4,2-5,590,3,,,,,,,
20260511,びわこ,3,予選,晴,北東,2,2,5,1,3873,別 府 昌 樹,60,56,6.96,1,0.31,,5-2-3,3860,16,5-2,1010,5,2-3-5,920,4,2-5,590,3,,,,,,,
20260511,びわこ,3,予選,晴,北東,2,2,6,6,5460,早 川 理 稀,62,14,6.80,6,0.25,,5-2-3,3860,16,5-2,1010,5,2-3-5,920,4,2-5,590,3,,,,,,,
20260511,びわこ,4,予選,晴,北東,2,2,1,1,4380,鈴 木 峻 佑,55,71,6.84,1,0.10,1.50.2,1-3-5,1160,1,1-3,330,1,1-3-5,450,1,1-3,170,1,,,,,,,
20260511,びわこ,4,予選,晴,北東,2,2,2,3,4150,山 田 雄 太,69,32,6.83,3,0.13,1.51.8,1-3-5,1160,1,1-3,330,1,1-3-5,450,1,1-3,170,1,,,,,,,
20260511,びわこ,4,予選,晴,北東,2,2,3,5,4122,安 東 幸 治,29,68,6.84,5,0.18,1.53.0,1-3-5,1160,1,1-3,330,1,1-3-5,450,1,1-3,170,1,,,,,,,
20260511,びわこ,4,予選,晴,北東,2,2,4,6,3882,新 田 智 彰,59,36,6.84,6,0.16,1.53.8,1-3-5,1160,1,1-3,330,1,1-3-5,450,1,1-3,170,1,,,,,,,
20260511,びわこ,4,予選,晴,北東,2,2,5,2,3934,鋤 柄 貴 俊,34,61,6.91,2,0.11,,1-3-5,1160,1,1-3,330,1,1-3-5,450,1,1-3,170,1,,,,,,,
20260511,びわこ,4,予選,晴,北東,2,2,6,4,4000,松 本 博 昭,64,67,6.87,4,0.20,,1-3-5,1160,1,1-3,330,1,1-3-5,450,1,1-3,170,1,,,,,,,
20260511,びわこ,5,予選,晴,北東,3,3,1,1,5231,寺 田 空 詩,61,53,6.80,1,0.15,1.49.9,1-3-4,660,1,1-3,350,1,1-3-4,270,1,1-3,250,1,,,,,,,
20260511,びわこ,5,予選,晴,北東,3,3,2,3,4464,山 下 友 貴,36,23,6.78,3,0.18,1.51.6,1-3-4,660,1,1-3,350,1,1-3-4,270,1,1-3,250,1,,,,,,,
