date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop
20260319,大村,1,予選,晴,北西,4,3,1,1,3922,菅 沼 佳 昭,44,66,6.78,1,0.23,1.50.1,1-4-2,1360,2,1-4,530,1,1-2-4,290,1,1-4,430,3
20260319,大村,1,予選,晴,北西,4,3,2,4,4155,長 野 壮志郎,46,45,6.82,4,0.18,1.51.6,1-4-2,1360,2,1-4,530,1,1-2-4,290,1,1-4,430,3
20260319,大村,1,予選,晴,北西,4,3,3,2,4991,宗 行 治 哉,50,46,6.85,2,0.29,1.53.1,1-4-2,1360,2,1-4,530,1,1-2-4,290,1,1-4,430,3
20260319,大村,1,予選,晴,北西,4,3,4,5,3981,今 坂 晃 広,59,52,6.82,5,0.19,1.53.8,1-4-2,1360,2,1-4,530,1,1-2-4,290,1,1-4,430,3
20260319,大村,1,予選,晴,北西,4,3,5,6,4259,真 庭 明 志,24,57,6.83,6,0.19,,1-4-2,1360,2,1-4,530,1,1-2-4,290,1,1-4,430,3
20260319,大村,1,予選,晴,北西,4,3,6,3,4871,菊 池 宏 志,41,74,6.82,3,0.28,,1-4-2,1360,2,1-4,530,1,1-2-4,290,1,1-4,430,3
20260319,大村,2,予選,晴,北西,3,2,1,1,4452,松 尾 祭,35,78,6.81,1,0.12,1.49.9,1-5-3,13300,35,1-5,4880,13,1-3-5,2400,6,1-5,5820,7
20260319,大村,2,予選,晴,北西,3,2,2,5,4054,福 嶋 智 之,58,38,6.79,5,0.14,1.51.0,1-5-3,13300,35,1-5,4880,13,1-3-5,2400,6,1-5,5820,7
20260319,大村,2,予選,晴,北西,3,2,3,3,4552,杉 山 勝 匡,23,32,6.77,3,0.18,1.52.3,1-5-3,13300,35,1-5,4880,13,1-3-5,2400,6,1-5,5820,7
20260319,大村,2,予選,晴,北西,3,2,4,4,4468,大 池 佑 来,76,29,6.81,4,0.14,1.53.2,1-5-3,13300,35,1-5,4880,13,1-3-5,2400,6,1-5,5820,7
20260319,大村,2,予選,晴,北西,3,2,5,6,3880,浅 見 宗 孝,30,18,6.81,6,0.15,,1-5-3,13300,35,1-5,4880,13,1-3-5,2400,6,1-5,5820,7
