date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop
20260405,三国,1,みくにあさイチ,曇り,4,2,2,1,1,4469,土山　　卓也,,,,,,1.499,1-3-2,590,1,1-3,250,1,1-2-3,240,1,1-3,250,1
20260405,三国,1,みくにあさイチ,曇り,4,2,2,2,3,4641,磯村　　　匠,,,,,,1.511,1-3-2,590,1,1-3,250,1,1-2-3,240,1,1-3,250,1
20260405,三国,1,みくにあさイチ,曇り,4,2,2,3,2,4116,川田　　正人,,,,,,1.522,1-3-2,590,1,1-3,250,1,1-2-3,240,1,1-3,250,1
20260405,三国,1,みくにあさイチ,曇り,4,2,2,4,5,3718,伊達　　正利,,,,,,1.541,1-3-2,590,1,1-3,250,1,1-2-3,240,1,1-3,250,1
20260405,三国,1,みくにあさイチ,曇り,4,2,2,5,4,3809,吉田　　　光,,,,,,,1-3-2,590,1,1-3,250,1,1-2-3,240,1,1-3,250,1
20260405,三国,1,みくにあさイチ,曇り,4,2,2,6,6,5375,庄島　　潤成,,,,,,,1-3-2,590,1,1-3,250,1,1-2-3,240,1,1-3,250,1
20260405,三国,2,みくにあさガチ,曇り,4,2,2,1,2,4357,田中　　和也,,,,,,1.484,2-4-1,4240,14,2-4,1960,6,1-2-4,570,3,2-4,1550,5
20260405,三国,2,みくにあさガチ,曇り,4,2,2,2,4,3211,北川　　敏弘,,,,,,1.516,2-4-1,4240,14,2-4,1960,6,1-2-4,570,3,2-4,1550,5
20260405,三国,2,みくにあさガチ,曇り,4,2,2,3,1,4430,永田　　秀二,,,,,,1.527,2-4-1,4240,14,2-4,1960,6,1-2-4,570,3,2-4,1550,5
20260405,三国,2,みくにあさガチ,曇り,4,2,2,4,3,4150,山田　　雄太,,,,,,1.538,2-4-1,4240,14,2-4,1960,6,1-2-4,570,3,2-4,1550,5
20260405,三国,2,みくにあさガチ,曇り,4,2,2,5,6,4016,西川　新太郎,,,,,,,2-4-1,4240,14,2-4,1960,6,1-2-4,570,3,2-4,1550,5
20260405,三国,2,みくにあさガチ,曇り,4,2,2,6,5,3891,谷口　　健一,,,,,,,2-4-1,4240,14,2-4,1960,6,1-2-4,570,3,2-4,1550,5
20260405,三国,3,みくにあさズバ,曇り,4,1,1,1,1,4497,桑原　　　悠,,,,,,1.498,1-2-3,230,1,1-2,270,2,1-2-3,120,1,1-2,180,2
20260405,三国,3,みくにあさズバ,曇り,4,1,1,2,2,4431,石塚　　裕介,,,,,,1.512,1-2-3,230,1,1-2,270,2,1-2-3,120,1,1-2,180,2
20260405,三国,3,みくにあさズバ,曇り,4,1,1,3,3,4119,泥谷　　一毅,,,,,,1.526,1-2-3,230,1,1-2,270,2,1-2-3,120,1,1-2,180,2
20260405,三国,3,みくにあさズバ,曇り,4,1,1,4,6,5395,日高　龍之介,,,,,,1.532,1-2-3,230,1,1-2,270,2,1-2-3,120,1,1-2,180,2
20260405,三国,3,みくにあさズバ,曇り,4,1,1,5,4,3567,吉岡　　　誠,,,,,,,1-2-3,230,1,1-2,270,2,1-2-3,120,1,1-2,180,2
20260405,三国,4,みくにあさ推し,曇り,2,1,1,1,1,3874,山本　　寛久,,,,,,1.495,1-5-2,1470,7,1-5,410,3,1-2-5,440,3,1-5,460,3
20260405,三国,4,みくにあさ推し,曇り,2,1,1,2,5,4839,四宮　　与寛,,,,,,1.509,1-5-2,1470,7,1-5,410,3,1-2-5,440,3,1-5,460,3
20260405,三国,4,みくにあさ推し,曇り,2,1,1,3,2,3434,松尾　　宣邦,,,,,,1.525,1-5-2,1470,7,1-5,410,3,1-2-5,440,3,1-5,460,3
20260405,三国,4,みくにあさ推し,曇り,2,1,1,4,4,4154,森安　　弘雅,,,,,,1.543,1-5-2,1470,7,1-5,410,3,1-2-5,440,3,1-5,460,3
20260405,三国,4,みくにあさ推し,曇り,2,1,1,5,3,3548,室田　　泰史,,,,,,,1-5-2,1470,7,1-5,410,3,1-2-5,440,3,1-5,460,3
20260405,三国,4,みくにあさ推し,曇り,2,1,1,6,6,5372,上岡　　巧汰,,,,,,,1-5-2,1470,7,1-5,410,3,1-2-5,440,3,1-5,460,3
