date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop,lap_time,turn_time,straight_time,lap_rank,turn_rank,straight_rank,exhibition_eval
20251107,丸亀,1,予選,晴,北西,2,2,1,1,5043,中 村 日 向,9,10,6.74,1,0.22,1.47.7,1-4-3,1850,8,1-4,450,2,1-3-4,790,3,1-4,370,3,,,,,,,
20251107,丸亀,1,予選,晴,北西,2,2,2,4,4848,仲 谷 颯 仁,31,21,6.73,4,0.15,1.48.7,1-4-3,1850,8,1-4,450,2,1-3-4,790,3,1-4,370,3,,,,,,,
20251107,丸亀,1,予選,晴,北西,2,2,3,3,4230,濱 崎 直 矢,39,30,6.79,3,0.18,1.49.9,1-4-3,1850,8,1-4,450,2,1-3-4,790,3,1-4,370,3,,,,,,,
20251107,丸亀,1,予選,晴,北西,2,2,4,6,4907,小 池 修 平,3,56,6.78,6,0.13,1.51.3,1-4-3,1850,8,1-4,450,2,1-3-4,790,3,1-4,370,3,,,,,,,
20251107,丸亀,1,予選,晴,北西,2,2,5,5,4688,永 井 彪 也,5,25,6.86,5,0.21,1.53.3,1-4-3,1850,8,1-4,450,2,1-3-4,790,3,1-4,370,3,,,,,,,
20251107,丸亀,1,予選,晴,北西,2,2,6,2,4324,海 野 康志郎,61,31,6.71,2,0.14,1.54.8,1-4-3,1850,8,1-4,450,2,1-3-4,790,3,1-4,370,3,,,,,,,
20251107,丸亀,2,予選,晴,北東,1,1,1,1,4762,藤 原 啓史朗,63,8,6.64,1,0.14,1.48.2,1-2-5,1360,5,1-2,270,1,1-2-5,780,4,1-2,270,1,,,,,,,
20251107,丸亀,2,予選,晴,北東,1,1,2,2,3946,赤 岩 善 生,36,33,6.73,2,0.12,1.49.2,1-2-5,1360,5,1-2,270,1,1-2-5,780,4,1-2,270,1,,,,,,,
20251107,丸亀,2,予選,晴,北東,1,1,3,5,4566,塩 田 北 斗,29,32,6.76,5,0.09,1.51.1,1-2-5,1360,5,1-2,270,1,1-2-5,780,4,1-2,270,1,,,,,,,
20251107,丸亀,2,予選,晴,北東,1,1,4,6,4445,宮 地 元 輝,11,16,6.83,6,0.04,1.51.1,1-2-5,1360,5,1-2,270,1,1-2-5,780,4,1-2,270,1,,,,,,,
20251107,丸亀,2,予選,晴,北東,1,1,5,3,4739,中 村 晃 朋,58,4,6.79,3,0.08,1.51.8,1-2-5,1360,5,1-2,270,1,1-2-5,780,4,1-2,270,1,,,,,,,
20251107,丸亀,2,予選,晴,北東,1,1,6,4,4682,大 上 卓 人,10,5,6.75,4,0.10,1.54.1,1-2-5,1360,5,1-2,270,1,1-2-5,780,4,1-2,270,1,,,,,,,
20251107,丸亀,3,予選,晴,北西,1,1,1,1,4266,長 田 頼 宗,24,11,6.66,1,0.11,1.48.9,1-3-2,990,2,1-3,370,2,1-2-3,380,1,1-3,260,2,,,,,,,
20251107,丸亀,3,予選,晴,北西,1,1,2,3,4851,関 浩 哉,18,39,6.78,3,0.13,1.49.8,1-3-2,990,2,1-3,370,2,1-2-3,380,1,1-3,260,2,,,,,,,
20251107,丸亀,3,予選,晴,北西,1,1,3,2,4295,小 坂 尚 哉,59,53,6.63,2,0.16,1.50.7,1-3-2,990,2,1-3,370,2,1-2-3,380,1,1-3,260,2,,,,,,,
20251107,丸亀,3,予選,晴,北西,1,1,4,6,4798,浜 先 真 範,28,60,6.81,6,0.15,1.53.1,1-3-2,990,2,1-3,370,2,1-2-3,380,1,1-3,260,2,,,,,,,
20251107,丸亀,3,予選,晴,北西,1,1,5,5,4504,前 田 将 太,21,55,6.78,5,0.12,1.53.6,1-3-2,990,2,1-3,370,2,1-2-3,380,1,1-3,260,2,,,,,,,
20251107,丸亀,3,予選,晴,北西,1,1,6,4,5017,澤 田 尚 也,27,58,6.76,4,0.11,1.54.2,1-3-2,990,2,1-3,370,2,1-2-3,380,1,1-3,260,2,,,,,,,
20251107,丸亀,4,予選,晴,北,1,1,1,1,4643,近 江 翔 吾,46,62,6.74,1,0.06,1.47.6,1-2-4,830,1,1-2,350,1,1-2-4,260,1,1-2,320,1,,,,,,,
20251107,丸亀,4,予選,晴,北,1,1,2,2,4296,岡 崎 恭 裕,60,36,6.67,2,0.07,1.49.1,1-2-4,830,1,1-2,350,1,1-2-4,260,1,1-2,320,1,,,,,,,
20251107,丸亀,4,予選,晴,北,1,1,3,4,4262,馬 場 貴 也,25,47,6.71,4,0.05,1.51.0,1-2-4,830,1,1-2,350,1,1-2-4,260,1,1-2,320,1,,,,,,,
20251107,丸亀,4,予選,晴,北,1,1,4,6,3942,寺 田 祥,4,24,6.80,5,0.04,1.52.2,1-2-4,830,1,1-2,350,1,1-2-4,260,1,1-2,320,1,,,,,,,
20251107,丸亀,4,予選,晴,北,1,1,5,3,4659,木 下 翔 太,37,20,6.84,3,0.02,1.52.8,1-2-4,830,1,1-2,350,1,1-2-4,260,1,1-2,320,1,,,,,,,
20251107,丸亀,4,予選,晴,北,1,1,6,5,4914,吉 田 裕 平,7,35,6.71,6,0.09,1.53.7,1-2-4,830,1,1-2,350,1,1-2-4,260,1,1-2,320,1,,,,,,,
20251107,丸亀,5,予選,晴,北東,2,2,1,1,4959,井 上 忠 政,17,50,6.72,1,0.05,1.48.0,1-4-5,3120,12,1-4,890,4,1-4-5,1770,7,1-4,1150,4,,,,,,,
20251107,丸亀,5,予選,晴,北東,2,2,2,4,5136,濱 野 斗 馬,55,15,6.80,4,0.05,1.49.4,1-4-5,3120,12,1-4,890,4,1-4-5,1770,7,1-4,1150,4,,,,,,,
20251107,丸亀,5,予選,晴,北東,2,2,3,5,3897,白 井 英 治,40,44,6.81,5,0.09,1.50.2,1-4-5,3120,12,1-4,890,4,1-4-5,1770,7,1-4,1150,4,,,,,,,
