date,venue_name,race_no,race_type,weather,wind_dir,wind_ms,wave_cm,rank,waku,reg_no,name,motor_no,boat_no,exhibition_time,course_enter,st_timing,race_time,won3,won3_pay,won3_pop,won2,won2_pay,won2_pop,trio,trio_pay,trio_pop,pair,pair_pay,pair_pop
20250723,福岡,1,カタメン１予,晴,北,3,3,1,1,4052,興 津 藍,68,125,6.89,1,0.22,1.52.6,1-5-2,1600,9,1-5,770,4,1-2-5,560,3,1-5,430,2
20250723,福岡,1,カタメン１予,晴,北,3,3,2,5,5263,花 田 凱 成,24,138,6.88,5,0.22,1.54.0,1-5-2,1600,9,1-5,770,4,1-2-5,560,3,1-5,430,2
20250723,福岡,1,カタメン１予,晴,北,3,3,3,2,3578,塩 田 雄 一,19,140,6.95,2,0.25,1.55.8,1-5-2,1600,9,1-5,770,4,1-2-5,560,3,1-5,430,2
20250723,福岡,1,カタメン１予,晴,北,3,3,4,3,3989,熊 本 英 一,32,106,6.97,3,0.26,1.57.6,1-5-2,1600,9,1-5,770,4,1-2-5,560,3,1-5,430,2
20250723,福岡,1,カタメン１予,晴,北,3,3,5,4,5033,藤 原 孝 斗,62,166,7.03,4,0.27,,1-5-2,1600,9,1-5,770,4,1-2-5,560,3,1-5,430,2
20250723,福岡,1,カタメン１予,晴,北,3,3,6,6,5369,岡 崎 凪 汰,34,152,6.88,6,0.23,,1-5-2,1600,9,1-5,770,4,1-2-5,560,3,1-5,430,2
20250723,福岡,2,予選,晴,北東,3,3,1,3,4498,宮 本 夏 樹,66,137,6.91,3,0.04,1.52.9,3-1-4,2860,10,3-1,1310,6,1-3-4,500,3,1-3,340,2
20250723,福岡,2,予選,晴,北東,3,3,2,1,4060,島 田 一 生,30,127,6.90,1,0.13,1.53.6,3-1-4,2860,10,3-1,1310,6,1-3-4,500,3,1-3,340,2
20250723,福岡,2,予選,晴,北東,3,3,3,4,4950,高 岡 竜 也,25,169,6.90,4,0.10,1.55.1,3-1-4,2860,10,3-1,1310,6,1-3-4,500,3,1-3,340,2
20250723,福岡,2,予選,晴,北東,3,3,4,2,5298,水 谷 理 人,16,155,6.90,2,0.11,1.55.9,3-1-4,2860,10,3-1,1310,6,1-3-4,500,3,1-3,340,2
20250723,福岡,2,予選,晴,北東,3,3,5,5,3882,新 田 智 彰,48,131,6.91,5,0.19,,3-1-4,2860,10,3-1,1310,6,1-3-4,500,3,1-3,340,2
20250723,福岡,2,予選,晴,北東,3,3,6,6,5063,大 塚 雅 治,74,170,6.94,6,0.21,,3-1-4,2860,10,3-1,1310,6,1-3-4,500,3,1-3,340,2
20250723,福岡,3,カタメン３予,晴,北東,3,3,1,3,4074,柳 沢 一,69,135,6.92,3,0.10,1.51.2,3-5-4,9080,29,3-5,890,4,3-4-5,3290,9,3-5,800,4
20250723,福岡,3,カタメン３予,晴,北東,3,3,2,5,4789,古 賀 智 之,42,160,6.89,5,0.10,1.53.3,3-5-4,9080,29,3-5,890,4,3-4-5,3290,9,3-5,800,4
20250723,福岡,3,カタメン３予,晴,北東,3,3,3,4,3701,大 西 隆 洋,28,156,6.97,4,0.14,1.55.0,3-5-4,9080,29,3-5,890,4,3-4-5,3290,9,3-5,800,4
20250723,福岡,3,カタメン３予,晴,北東,3,3,4,2,3587,武 田 信 一,50,112,6.90,2,0.16,1.55.2,3-5-4,9080,29,3-5,890,4,3-4-5,3290,9,3-5,800,4
20250723,福岡,3,カタメン３予,晴,北東,3,3,5,1,4969,町 田 洸 希,14,148,6.91,1,0.17,,3-5-4,9080,29,3-5,890,4,3-4-5,3290,9,3-5,800,4
20250723,福岡,3,カタメン３予,晴,北東,3,3,6,6,3567,吉 岡 誠,73,121,6.99,6,0.10,,3-5-4,9080,29,3-5,890,4,3-4-5,3290,9,3-5,800,4
20250723,福岡,4,予選,晴,北東,3,3,1,1,5178,成 貞 琳 平,57,122,6.88,1,0.19,2.01.7,1-5-2,5740,27,1-5,1130,6,1-2-5,1330,7,1-5,660,4
